VIN,Activity Group Id,Date,Ops Time,Company,Product Category,Product,Sensor Category,Parameter,Description,Value,State,Purchase Type,Age,Latitude,Longitude
0,0,2020-01-27,180,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,61.92057932395769,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,185,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,61.548032727288444,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,190,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,61.66424002316562,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,195,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,61.91512918551653,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,200,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,62.256630782488216,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,205,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,61.959862398576014,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,210,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,61.92819353200565,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,215,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,62.26677419738674,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,220,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,61.97188636220878,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,225,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,62.152056106731735,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,230,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,62.43278668845868,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,235,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Fuel Usage,gph,62.19519745578063,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,0,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,60,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,5,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,60.51367932602672,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,10,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,60.4044657123672,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,15,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,60.42321060331203,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,20,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,60.379164538374056,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,25,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,60.75365155694083,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,30,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,60.221828792257355,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,35,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,60.66794683802638,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,40,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,60.42716784209468,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,45,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,60.21335203741007,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,50,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,59.61574725677045,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,55,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,59.52429546066382,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,60,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,59.1742238740296,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,65,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,59.26445171388118,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,70,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,58.7225802803225,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,75,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,59.22946629356538,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,80,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,58.63866070837119,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,85,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,58.386439929323366,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,90,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,58.00839548984501,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,95,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.54934481341253,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,100,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.188049088915264,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,105,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.309322714596455,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,110,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.404136533288685,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,115,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.031950102790965,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,120,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.022411169788725,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,125,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,56.54924197007224,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,130,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,56.74811476160851,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,135,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,56.71989032492089,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,140,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,56.7658352219943,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,145,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.06963482975445,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,150,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,56.59781291294921,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,155,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.086184742505004,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,160,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,56.73888344652914,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,165,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.061208421240075,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,170,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.117254061780486,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,175,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,56.86833878726884,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,180,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.275627760608295,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,185,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.4657788246314,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,190,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.99625556198586,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,195,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,58.38681160434026,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,200,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.824586010014315,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,205,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,58.08070594391922,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,210,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,57.80128697150908,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,215,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,58.3348752803027,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,220,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,58.66587080863168,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,225,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,59.08204803531693,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,230,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,58.53413448736652,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,235,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,Engine,Oil Pressure,kPa,58.74465858813947,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,0,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,41.11823861011891,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,5,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,35.60658067895991,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,10,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,47.85633462624702,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,15,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,96.33270505999819,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,20,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,79.91913648121186,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,25,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,82.32755316595568,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,30,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,55.26504591848078,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,35,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,55.255413419024244,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,40,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,84.55464978517944,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,45,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,73.21233687432922,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,50,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,92.8528210511649,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,55,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,42.45073952559463,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,60,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,44.99807388737232,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,65,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,36.40366601908948,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,70,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,78.43042068634531,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,75,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,61.3630201644717,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,80,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,56.459332479942184,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,85,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,55.78703438985842,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,90,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,80.0319858791566,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,95,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,72.29106454158367,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,100,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,36.06822382872803,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,105,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,50.07571520878203,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,110,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,91.58798834874801,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,115,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,89.0494467613926,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,120,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,67.64525967239838,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,125,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,59.398085005571964,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,130,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,64.93538219696698,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,135,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,73.8895449238318,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,140,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,97.88307683678008,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,145,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,62.466264295581134,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,150,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,53.0551343647919,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,155,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,43.03686390963243,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,160,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,67.34701954204397,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,165,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,36.20454601585295,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,170,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,83.91472166530883,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,175,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,49.29739473305396,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,180,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,71.17389666165897,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,185,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,78.1614758175196,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,190,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,70.658144553586,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,195,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,38.954399207647505,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,200,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,41.22711849129971,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,205,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,98.12660188761146,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,210,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,98.98962667286219,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,215,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,82.80200000417186,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,220,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,71.01740033560245,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,225,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,69.30376457246155,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,230,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,37.66336598115069,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,235,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Distance,ft,53.9553754427602,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,0,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Speed,mph,22.397213667575812,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,5,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Speed,mph,20.960397719686476,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,10,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Speed,mph,19.563418731155757,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,15,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Speed,mph,10.879759129171862,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,20,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Speed,mph,13.657913331527308,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,25,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Speed,mph,17.581975307845177,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,30,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Speed,mph,21.95325093004508,normal_ops,New,6,35.3191,-89.1337
0,0,2020-01-27,35,"Standard Construction Company (Whiteville, TN)",Asphalt Paver,SP-100e,GPS,Speed,mph,19.317948755732147,normal_ops,New,6,35.3191,-89.1337
